GeneSymbol,ExpPattern,AX_HVC_inc,AX_HVC_dec,AX_LMAN_inc,AX_LMAN_dec,AX_RA_inc,AX_RA_dec,HVC_AX_inc,HVC_AX_dec,HVC_LMAN_inc,HVC_LMAN_dec,HVC_RA_inc,HVC_RA_dec,LMAN_AX_inc,LMAN_AX_dec,LMAN_HVC_inc,LMAN_HVC_dec,LMAN_RA_inc,LMAN_RA_dec,RA_AX_inc,RA_AX_dec,RA_HVC_inc,RA_HVC_dec,RA_LMAN_inc,RA_LMAN_dec,AX_inc,AX_dec,HVC_inc,HVC_dec,LMAN_inc,LMAN_dec,RA_inc,RA_dec
TPD52L1,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,1
DLK1,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,1
GPSM1,AXinc&RAdec,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,3,0,1,1,1,1,0,3
MTFR2,AXinc,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,3,0,1,1,0,1,0,2
GABRB3,AXinc,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,3,0,0,2,0,2,2,1
RASGRP1,AXinc&RAdec,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,3,0,1,1,1,1,0,3
ADCY5,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,1
PCP4,AXinc,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,3,0,0,2,0,2,2,1
ZNF827,AXinc&HVCdec,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,3,0,0,3,1,2,2,1
KCNA1,AXinc,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,3,0,0,2,0,2,2,1
GABRA5,AXinc,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,3,0,0,2,0,2,2,1
HVCN1,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,3,0,0,1,0,2,1,1
SGK1,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,1
PDE7B,AXinc&RAdec,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,3,0,1,1,1,1,0,3
DLX5,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,1
IAPP,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,1
KCND3,AXinc&RAdec,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,3,0,1,1,1,1,0,3
EPB41L4B,AXinc&RAdec,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,3,0,1,1,1,1,0,3
MID1,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,1
SLC32A1,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,1
RAPGEF5,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,1
EPB41L2,AXinc&RAdec,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,3,0,1,1,1,1,0,3
ECRG4,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,1
LOC100221249,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,1
DAPK1,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,1
DLX6,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,3,0,0,1,1,1,0,2
LOC100221324,AXinc&RAdec,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,3,0,1,1,1,1,0,3
PDE10A,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,1
ARPP19,AXinc&RAdec,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,3,0,1,1,1,1,0,3
TCF7L2,AXinc,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,3,0,0,2,0,2,2,1
CNGA3,AXinc,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,3,0,0,2,2,1,0,2
PPP1R16B,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,3,0,0,1,0,2,1,1
MGAT4C,AXinc,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,3,0,0,2,0,2,2,1
PPP1CC,AXinc&RAdec,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,3,0,1,1,1,1,0,3
ADGRL2,AXinc,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,3,0,0,2,0,1,1,1
CORT,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,1
SEC14L5,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,1
ARHGAP6,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,1
WNT2B,HVCdec,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,3,1,0,1,0
CHRM4,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,1
DRD2,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,1
DPP4,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,1
SH2D5,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,1
KLHL32,AXinc,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,3,0,0,2,0,2,2,1
LOC115492656,,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,2,1,0,0,1
TMEM35B,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,1
LOC115493663,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,1
XPR1,AXinc,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,3,0,0,2,0,2,2,1
TMEM272,AXinc&RAdec,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,3,0,1,1,1,1,0,3
LOC100218477,AXinc,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,3,0,1,1,0,1,0,2
LOC115495765,HVCdec,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,3,1,0,1,0
PTPDC1,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,1
ITPR1,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,1
SYTL5,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,3,0,0,1,0,2,1,1
FRMD4B,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,1
PNLDC1,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,1
IL16,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,1
NPY,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,3,0,0,1,0,2,1,1
LOC100222632,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,1
PENK,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,1
ST8SIA5,HVCdec&RAinc,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,2,1,0,3,1,2,3,0
ID4,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,1
PPP1R2,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,1
GNAL,AXinc&RAdec,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,3,0,1,1,1,1,0,3
CRIM1,AXinc,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,3,0,0,2,0,2,2,1
CARHSP1,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,1
ACTR3,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,1
EBF1,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,1
PKIG,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,3,0,0,1,0,2,1,1
RCBTB1,AXinc&RAdec,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,3,0,1,1,1,1,0,3
BTG1,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,1
DPP10,HVCdec&RAinc,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,2,1,0,3,1,2,3,0
LOC105759140,AXinc&RAdec,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,3,0,1,1,1,1,0,3
FOXP1,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,3,0,0,1,1,1,0,2
AQP3,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,3,0,0,1,1,1,0,2
VRK1,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,1
ANO3,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,1
PARD6A,AXinc&RAdec,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,3,0,1,1,1,1,0,3
CHAT,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,1
KCNK2,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,3,0,0,1,1,1,0,2
SH3KBP1,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,1
NEDD4L,AXinc&RAdec,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,3,0,1,1,1,1,0,3
LOC100219656,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,1
B3GNT2,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,1
SLC7A14,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,1
PITPNC1,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,1
ALG11,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,1
ZNF521,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,1
TMEM61,AXinc&RAdec,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,3,0,1,1,1,1,0,3
LOC115497347,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,3,0,0,1,1,1,0,2
PRKRIP1,AXinc,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,3,0,0,2,0,2,2,1
ATP2B2,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,1
TNIK,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,1
SYT6,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,1
HEY1,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,1
SEMA3F,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,1
GRM4,AXinc&RAdec,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,3,0,1,1,1,1,0,3
LOC115495278,AXinc&RAdec,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,3,0,1,1,1,1,0,3
WASF3,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,1
SYT14,AXinc&RAdec,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,3,0,1,1,1,1,0,3
RGS10,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,1
FAM214A,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,3,0,0,1,1,1,0,2
MNX1,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,1
MAN1C1,AXinc&RAdec,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,3,0,1,1,1,1,0,3
LOC115495595,AXinc,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,3,0,0,2,0,2,2,1
ESYT2,AXinc,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,3,0,0,2,0,2,2,1
SLC16A14,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,3,0,0,1,1,1,0,2
GPR12,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,1
RPS6KA5,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,1
RASD2,AXinc&RAdec,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,3,0,1,1,1,1,0,3
LOC100223232,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,1
AMIGO2,AXinc&RAdec,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,3,0,1,1,1,1,0,3
RMND5A,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,1
LOC115495213,AXinc&RAdec,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,3,0,1,1,1,1,0,3
MPPE1,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,1
SLC6A1,AXinc,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,3,0,0,2,0,2,2,1
SEMA6D,HVCdec&RAinc,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,2,1,0,3,1,2,3,0
ABLIM1,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,1
GUCD1,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,1
VCAM1,AXinc,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,3,0,1,1,0,1,0,2
EPHB1,,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,2,0,0,2,0,2,2,0
INPP4A,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,1
DRD1,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,1
DENND5B,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,3,0,0,1,0,2,1,1
DRD5,AXinc,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,3,0,1,1,0,1,0,2
HTR2A,,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,2,0,0,2,0,2,2,0
SV2C,AXinc,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,3,0,0,2,0,2,2,1
OGT,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,1
CDK6,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,1
LOC115495649,AXinc,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,3,0,0,2,0,2,2,1
LAMP5,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,1
LOC100231693,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,3,0,0,1,0,2,1,1
LOC100224575,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,1
SRRM4,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,1
CERT1,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,1
LOC115496716,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,1
ITPKA,AXinc&RAdec,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,3,0,1,1,1,1,0,3
RGS9,AXinc&RAdec,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,3,0,1,1,1,1,0,3
LOC115494367,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,1
DPP6,,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,2,0,0,2,0,2,2,0
WSB1,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,1
PASK,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,1
PDYN,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,1
SNAI2,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,1
C4H20orf27,AXinc,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,3,0,1,1,0,1,0,2
NGEF,AXinc&RAdec,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,3,0,1,1,1,1,0,3
MLANA,AXinc,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,3,0,0,2,0,1,1,1
BAIAP2,AXinc&RAdec,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,3,0,1,1,1,1,0,3
SPOCK3,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,1
LOC101233957,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,1
MED27,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,3,0,0,1,1,1,0,2
ZFYVE28,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,1
DGKZ,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,1
RD3,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,1
SYNDIG1,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,3,0,0,1,0,2,1,1
LOC115494366,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,1
IL17RA,AXinc&RAdec,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,3,0,1,1,1,1,0,3
PNOC,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,1
GPC6,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,1
TMEM173,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,1
ZDHHC4,,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,2,0,0,2,0,2,2,0
ENOX1,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,3,0,0,1,1,1,0,2
GNG7,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,1
PFKFB3,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,1
TNFAIP8L1,AXinc&RAdec,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,3,0,1,1,1,1,0,3
CDC14A,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,1
SH3BGRL,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,1
LOC115494264,AXinc,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,3,0,1,1,0,1,0,2
CCR10,HVCdec,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,3,1,0,1,0
CGAS,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,1
ADRA2C,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,1
LOC100232706,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,1
CENPC,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,1
FGD4,,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,2,0,0,2,0,2,2,0
SLC10A4,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,1
CNDP2,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,1
ABCC8,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,1
KLHL2,AXinc&RAdec,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,3,0,1,1,1,1,0,3
MTA3,AXinc,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,3,0,1,1,0,1,0,2
GULP1,AXinc,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,3,0,0,1,0,2,1,1
